,id_str,hashtags,urls,text,clean_text,created_at,lang,quote_count,reply_count,retweet_count,favorite_count,to_cache,sa_label,sa
0,1249966784045879298,"['covidstudy', 'survey', 'coronavirus']",['https://twitter.com/i/web/status/1249966784045879298'],"1⃣ The #covid19study - an international #survey on #coronavirus, available in more the 50 languages, collecting data on:

📍how citizens prepare &amp; cope with the spreading of #COVID19

📍how individuals perceive the situation &amp; behave in response to it

https://t.co/RtZQdn2ATU",The covidstudy an international survey on coronavirus available in more the languages collecting data on how citizens prepare amp cope with the spreading of COVID how individuals perceive the situation amp behave in response to it,2020-04-14 07:44:39,en,0,1,2,1,True,neutral,0.5
1,1236917842555125760,"['ecmo', 'coronavirus', 'covid']",['https://twitter.com/i/web/status/1236917842555125760'],"About #ECMO for 2019 novel #Coronavirus Acute Respiratory Disease #COVID19 @ecmocard study, Prof Bartlett @ECMO_Bob writes: ""most important weapon in this crisis is data to predict and plan on a global scale... a global problem needs global collaboration"" https://t.co/IichwwrKUl https://t.co/9YYbL9Ik5R",About ECMO for novel Coronavirus Acute Respiratory Disease COVID ecmocard study Prof Bartlett ECMOBob writes most important weapon in this crisis is data to predict and plan on a global scale a global problem needs global collaboration,2020-03-09 07:32:49,en,8,0,19,34,True,strongly_negative,0.14589999999999997
2,1251188304411795456,"['remotelearning', 'survey']",['https://twitter.com/i/web/status/1251188304411795456'],"Share your thoughts on #remotelearning! We will share the data from this short #survey with policymakers in Washington DC + states who are considering new #funding to support #schools and #districts during the #COVID-19 crisis.
Survey Link - https://t.co/m2bvFOmYrY https://t.co/kqjMDz3sLg",Share your thoughts on remotelearning We will share the data from this short survey with policymakers in Washington DC states who are considering new funding to support schools and districts during the COVID crisis Survey Link,2020-04-17 16:38:32,en,0,0,1,0,True,weakly_positive,0.625
3,1245792297532510209,"['disability', 'covid', 'disabilities']",['https://twitter.com/i/web/status/1245792297532510209'],"Would like to see #Disability data on #COVIDー19 testing too. Some people want to put people with #disabilities at the bottom of the ""who gets tested"" list because they don't value our lives....@AsieduEdmund .@GHMansfield .@GreggBeratan .@AndyDRC .@emily_ladau",Would like to see Disability data on COVIDー testing too Some people want to put people with disabilities at the bottom of the who gets tested list because they dont value our livesAsieduEdmund GHMansfield GreggBeratan AndyDRC emilyladau,2020-04-02 19:16:44,en,0,0,8,13,True,weakly_positive,0.59675
4,1248124752448888834,"['medical', 'data', 'coronavirus', 'mhealth', 'healthdata', 'ehr', 'covid']",['https://twitter.com/i/web/status/1248124752448888834'],How Shared Global #Medical #Data Could Transform the #Coronavirus Fight | #mHealth #HealthData #EHR #COVID19 #DigitalHealth #Healthcare #eHealth #BigData #IoT   https://t.co/mpIgS415d3,How Shared Global Medical Data Could Transform the Coronavirus Fight mHealth HealthData EHR COVID DigitalHealth Healthcare eHealth BigData IoT,2020-04-09 05:45:04,en,0,0,0,0,True,weakly_negative,0.4742
5,1247668579996241920,"['covid', 'interoperability']",['https://twitter.com/i/web/status/1247668579996241920'],"The silver lining in #COVID19 is the explosion in health data exchange a d #interoperability. It created the real need for data exchange, something that was badly missing before.",The silver lining in COVID is the explosion in health data exchange a d interoperability It created the real need for data exchange something that was badly missing before,2020-04-07 23:32:24,en,0,0,0,0,True,negative,0.24469999999999997
6,1242741769164505088,"['covid', 'foamed']",['https://twitter.com/i/web/status/1242741769164505088'],"Q&amp;A about the role of final-year medical students amidst #COVID19 from my experience at @OxfordEmergeMed. #FOAMed 

1/ ""Are you being paid?""

Yes we are being paid for our work, but it's voluntary in the sense that we are NOT conscripted.

[1/5]",QampA about the role of finalyear medical students amidst COVID from my experience at OxfordEmergeMed FOAMed Are you being paid Yes we are being paid for our work but its voluntary in the sense that we are NOT conscripted,2020-03-25 09:15:01,en,0,1,1,1,True,weakly_positive,0.6072
7,1247634713348538369,"['systematicreview', 'covid', 'animals', 'dogs', 'cats']",['https://twitter.com/i/web/status/1247634713348538369'],"We've continue to update the #systematicreview of #COVID19 and #animals #dogs #cats. Some folks asked:  why  do a review? and what are the recommendations""  I see the value of a review is to allow people making recommendations to quickly access to data. https://t.co/cX7M9YNtXD",Weve continue to update the systematicreview of COVID and animals dogs cats Some folks asked why do a review and what are the recommendations I see the value of a review is to allow people making recommendations to quickly access to data,2020-04-07 21:17:50,en,0,1,0,1,True,positive,0.7553000000000001
8,1249630809646157825,"['security', 'privacy', 'public', 'good', 'personal']",['https://twitter.com/i/web/status/1249630809646157825'],"This article resurfaces the #security v's #privacy debate
When does #public #good override #personal privacy rights
or is there never a case? 
https://t.co/nTw6qvMlDp
 #coronavirus #AI #BigData #corovid19 #Digital #mobile #app
@Stevewal63 @debraruh @StephaneNappo @Thomas_Harrer",This article resurfaces the security vs privacy debate When does public good override personal privacy rights or is there never a case coronavirus AI BigData corovid Digital mobile app Stevewal debraruh StephaneNappo ThomasHarrer,2020-04-13 09:29:36,en,0,0,0,0,True,strongly_positive,0.8243
9,1246152335467765761,['interoperability'],['https://twitter.com/i/web/status/1246152335467765761'],"Re-upping this on #interoperability &amp; APIs as our @jmirpub manuscript is now in final ver. 
The @ONC_HealthIT rules are as important as ever amidst  #COVID19 crisis. Need to share data among institutions &amp; EHR&lt;-&gt;apps is crucial!
https://t.co/4nkwiuWfrV @j_r_a_m @SavageMeHealth",Reupping this on interoperability amp APIs as our jmirpub manuscript is now in final ver The ONCHealthIT rules are as important as ever amidst COVID crisis Need to share data among institutions amp EHRltgtapps is crucial jram SavageMeHealth,2020-04-03 19:07:23,en,0,0,0,0,True,weakly_negative,0.3634
10,1240399344651718657,"['twitter', 'foamed']",['https://twitter.com/i/web/status/1240399344651718657'],"I have always believed in the power of #Twitter to curate quality #FOAMed, but I have to say that I am in awe of the dissemination of the most up to date #COVID19 data and management tips. This is the true power of social media and online collaboration.",I have always believed in the power of Twitter to curate quality FOAMed but I have to say that I am in awe of the dissemination of the most up to date COVID data and management tips This is the true power of social media and online collaboration,2020-03-18 22:07:03,en,0,2,7,29,True,positive,0.7859499999999999
11,1250713054091923456,"['covid', 'ecmo']",['https://twitter.com/i/web/status/1250713054091923456'],"After extensive clinical application training sessions and team efforts, a #COVID19 patient was put on Xenios #ECMO system in Wuhan. It’s the first time Xenios #Novalung #therapy has been applied in China. Find out more: https://t.co/chfpbxCMtf #forourpatients https://t.co/iZHcClpVyR",After extensive clinical application training sessions and team efforts a COVID patient was put on Xenios ECMO system in Wuhan It s the first time Xenios Novalung therapy has been applied in China Find out more forourpatients,2020-04-16 09:10:03,en,0,0,1,1,True,neutral,0.5
12,1248061267610386437,"['data', 'interoperability', 'covid', 'pandemic']",['https://twitter.com/i/web/status/1248061267610386437'],@LOINC is working to facilitate healthcare #data #interoperability during the #COVID19 #pandemic. Watch the entire #webinar addressing terminology and access the slides and additional resources: https://t.co/Phz3j9hX5a,LOINC is working to facilitate healthcare data interoperability during the COVID pandemic Watch the entire webinar addressing terminology and access the slides and additional resources,2020-04-09 01:32:48,en,0,0,0,0,True,neutral,0.5
13,1250384821274185728,"['edpb', 'covid']",['https://twitter.com/i/web/status/1250384821274185728'],"#EDPB letter re: #COVID19 app. Would someone know what this means: ""Algorithms used in [...] apps should work under the strict supervision of qualified personnel  [...] and by no means the task ""to provide advice on next steps” should be fully automated.""",EDPB letter re COVID app Would someone know what this means Algorithms used in apps should work under the strict supervision of qualified personnel and by no means the task to provide advice on next steps should be fully automated,2020-04-15 11:25:47,en,0,1,1,3,True,weakly_negative,0.352
14,1250803641247825922,['ards'],['https://twitter.com/i/web/status/1250803641247825922'],Excellent response by $ATHX to disingenuous slime OFFICIALLY filed with the SEC.   The data on the #ARDS Phase II Study is unambiguously positive and hopefully the Phase III trial will help save #COVID19 patients.  Keep up the good work @athersys!  https://t.co/aUfIlsx16e,Excellent response by ATHX to disingenuous slime OFFICIALLY filed with the SEC The data on the ARDS Phase II Study is unambiguously positive and hopefully the Phase III trial will help save COVID patients Keep up the good work athersys,2020-04-16 15:10:01,en,0,0,2,5,True,strongly_positive,0.97855
