,id_str,hashtags,urls,text,clean_text,created_at,lang,quote_count,reply_count,retweet_count,favorite_count,to_cache,sa_label,sa
0,1240667464385601536,['googlealerts'],['https://goo.gl/alerts/efErV'],Greece curbs refugee movement in camps over coronavirus fears - https://t.co/ZXnoQYmNMF #GoogleAlerts,Greece curbs refugee movement in camps over coronavirus fears GoogleAlerts,2020-03-19 15:52:28,en,0,0,0,0,True,negative,0.28925
1,1248687206622998536,"['coronavirus', 'disease', 'esri', 'locationservices']",['https://twitter.com/i/web/status/1248687206622998536'],"If you’re developing #coronavirus #disease apps, #Esri offers a suite of no-cost #LocationServices &amp; SDKs that you can use in your solutions #COVID19 #appdev #geodev #GIS #ArcGIS #map #spatial #location #geospatial https://t.co/0MgTq9LGtA",If you re developing coronavirus disease apps Esri offers a suite of nocost LocationServices amp SDKs that you can use in your solutions COVID appdev geodev GIS ArcGIS map spatial location geospatial,2020-04-10 19:00:04,en,0,0,1,0,True,weakly_positive,0.58895
2,1246062502217211908,"['analysis', 'news', 'data', 'market', 'pageone']","['https://bit.ly/2KWU6x2', 'https://twitter.com/i/web/status/1246062502217211908']","The latest pre-open #analysis of #news, #data driving the #market https://t.co/AmRYYVDkoy #PageOne $OIL $SPY #COVID19 #CARESAct #NonfarmPayrolls #NonfarmPrivatePayrolls #AvgHourlyEarnings #UnemploymentRate #AverageWorkweek #ISMNonmanufacturingIndex",The latest preopen analysis of news data driving the market PageOne OIL SPY COVID CARESAct NonfarmPayrolls NonfarmPrivatePayrolls AvgHourlyEarnings UnemploymentRate AverageWorkweek ISMNonmanufacturingIndex,2020-04-03 13:10:25,en,0,0,0,0,True,neutral,0.5
3,1248273129698480128,"['florida', 'coronavirus', 'fatality', 'analysis', 'fatalities']",['https://twitter.com/i/web/status/1248273129698480128'],"#Florida #coronavirus #fatality #analysis using @COVID19Tracking data. Projected #fatalities shown if current trend continues. 
| #COVID19 | #SARSCoV2 | #Virus | #UnitedStates | #Pandemic | #model | @rolmeda | @AMarranara | @FloridaCovid https://t.co/r6XCzoxaIn",Florida coronavirus fatality analysis using COVIDTracking data Projected fatalities shown if current trend continues COVID SARSCoV Virus UnitedStates Pandemic model rolmeda AMarranara FloridaCovid,2020-04-09 15:34:40,en,0,0,0,0,True,strongly_negative,0.07224999999999998
4,1247015327017254912,"['employment', 'feed', 'horses']",['https://docs.google.com/forms/d/e/1FAIpQLSfb0iil_Gk1blT345L0uNmJFbKqXyMcDzxkP_bDOA9iCVniqw/viewform'],EMERGENCY GRANT APPLICATION / Covid-19 / @fleetofangels 2020 Loss of #employment need help with #Feed #horses? https://t.co/aIoiIs4lNY,EMERGENCY GRANT APPLICATION Covid fleetofangels Loss of employment need help with Feed horses,2020-04-06 04:16:37,en,0,0,0,0,True,weakly_positive,0.5386
5,1245803153691480065,"['florida', 'fl', 'covid']",['https://twitter.com/i/web/status/1245803153691480065'],Updated #Florida #FL #COVID19 tracking numbers — now in prism! Rest of Florida outpaced South Florida new cases on 4/1. Tampa and Orlando regions are areas of interest for next week. https://t.co/fUrDWdzJ61,Updated Florida FL COVID tracking numbers now in prism Rest of Florida outpaced South Florida new cases on Tampa and Orlando regions are areas of interest for next week,2020-04-02 19:59:52,en,0,0,0,0,True,positive,0.7294
6,1248973856511057922,"['africa', 'data', 'trade', 'personalprotectiveequipment', 'covid']",[],Useful #africa #data on the #trade of #personalprotectiveequipment needed in the fight against #COVIDー19,Useful africa data on the trade of personalprotectiveequipment needed in the fight against COVIDー,2020-04-11 13:59:06,en,0,0,0,0,True,weakly_positive,0.5386
7,1246979391084617728,['gold'],['https://twitter.com/i/web/status/1246979391084617728'],#Gold prices could rise again this week with data flowing out from the US and Europe highlighting the continuing negative impact of the COVID-19 pandemic. https://t.co/qvmAnyRdiv,Gold prices could rise again this week with data flowing out from the US and Europe highlighting the continuing negative impact of the COVID pandemic,2020-04-06 01:53:49,en,0,0,1,1,True,negative,0.21405000000000002
8,1249965911353757698,['trade'],['https://twitter.com/i/web/status/1249965911353757698'],"#trade Asian shares rise, China's March trade data show improvement

Asian shares rose Tuesday although investors were braced for sobering news about how the coronavirus pandemic has hurt global corporate earnings and the Chinese economy, the driver of growth for the region.…",trade Asian shares rise Chinas March trade data show improvement Asian shares rose Tuesday although investors were braced for sobering news about how the coronavirus pandemic has hurt global corporate earnings and the Chinese economy the driver of growth for the region,2020-04-14 07:41:11,en,0,0,0,0,True,positive,0.79295
9,1251743344197238785,"['sugar', 'sugarbabyneeded']",['https://twitter.com/i/web/status/1251743344197238785'],"I'm a legit 24 hours giveaway #Sugar daddy #Sugarbabyneeded. No sex/Nude, just chat. I'm here to pay all your bills and pay for all your needs. I need a Real and Trustworthy Sugar Baby. First 30 to LIKE and RETWEET get $5,000 weekly allowance.
Cash app and PayPal
#Covid_19 https://t.co/lyqDon0DFt",Im a legit hours giveaway Sugar daddy Sugarbabyneeded No sexNude just chat Im here to pay all your bills and pay for all your needs I need a Real and Trustworthy Sugar Baby First to LIKE and RETWEET get weekly allowance Cash app and PayPal Covid,2020-04-19 05:24:04,en,0,0,0,0,True,positive,0.7952
10,1245351605433544704,"['wallstreet', 'stocks']",['https://twitter.com/i/web/status/1245351605433544704'],#WallStreet #stocks fell sharply in early trading Wednesday due to weak jobs data and a downcast warning from U.S. President Donald Trump about the rising #coronavirus death toll in the U.S. https://t.co/GtX0r1sdw1,WallStreet stocks fell sharply in early trading Wednesday due to weak jobs data and a downcast warning from US President Donald Trump about the rising coronavirus death toll in the US,2020-04-01 14:05:34,en,0,1,2,16,True,strongly_negative,0.049949999999999994
11,1250093261525528578,['sugardaddy'],['https://twitter.com/i/web/status/1250093261525528578'],"#sugardaddy Let daddy spoil you DM if you have cash app PayPal, or venmo❤ and text Me directly on WhatsApp +1 720-491-1437 #sugarbaby #sugardaddywanted #feetpics #collegegirls #COVID19 #cashappmonday #cashapp #paypal #college #buyingcontent #feetbuyers https://t.co/A0T8V2v9sW",sugardaddy Let daddy spoil you DM if you have cash app PayPal or venmo and text Me directly on WhatsApp sugarbaby sugardaddywanted feetpics collegegirls COVID cashappmonday cashapp paypal college buyingcontent feetbuyers,2020-04-14 16:07:13,en,0,0,0,0,True,neutral,0.5
