,id_str,hashtags,urls,text,clean_text,created_at,lang,quote_count,reply_count,retweet_count,favorite_count,to_cache,sa_label,sa
0,1244265099520389121,['covidcolorado'],['https://twitter.com/i/web/status/1244265099520389121'],"Latest #COVID19Colorado updates: 

-CDOT suspends Bustang services through April 11

-Pres. Trump approved Colorado's application for major disaster status (which means we could see more money and supplies to fight #covid19)

-Deaths, hospitalizations due to COVID-19 are growing https://t.co/YhHttdjOyt",Latest COVIDColorado updates CDOT suspends Bustang services through April Pres Trump approved Colorados application for major disaster status which means we could see more money and supplies to fight covid Deaths hospitalizations due to COVID are growing,2020-03-29 14:08:11,en,0,0,0,0,True,negative,0.22935
1,1240771538363670529,['covidcolorado'],['https://twitter.com/i/web/status/1240771538363670529'],"#COVID19Colorado Update:  277 cases | 38 hospitalized
22 counties | 2,952 people tested |2 deaths Website link to raw data https://t.co/Jme4jy6u8V [Data is confirmed for 4 p.m. the day before]",COVIDColorado Update cases hospitalized counties people tested deaths Website link to raw data Data is confirmed for pm the day before,2020-03-19 22:46:01,en,0,2,5,8,True,neutral,0.5
2,1251269978788999168,['covidcolorado'],['https://twitter.com/i/web/status/1251269978788999168'],"Latest #covid19colorado data (Change from Thurs):

9,047 cases (+372)
1,755 hospitalized (+62)
57 counties (+1)
43,307 people tested (+1,477)
391 deaths (+17)
100 outbreaks (+7)

https://t.co/PONDz6nF14 

Updates: https://t.co/2qNxXx5oTW",Latest covidcolorado data Change from Thurs cases hospitalized counties people tested deaths outbreaks Updates,2020-04-17 22:03:05,en,0,0,1,4,True,neutral,0.5
3,1251259405997182976,"['covidcolorado', 'coronavirus']",['https://gazette.com/news/colorado-opens-covid-19-symptom-tracker-to-collect-data/article_08141431-45ac-59b4-abe0-db8a9cd47c0e.html'],"Colorado opens COVID-19 'symptom tracker' to collect data
https://t.co/0wQxjslmDQ
#COVID19Colorado 
#coronavirus",Colorado opens COVID symptom tracker to collect data COVIDColorado coronavirus,2020-04-17 21:21:04,en,0,0,2,1,True,neutral,0.5
4,1241136645463633920,['covidcolorado'],['https://twitter.com/i/web/status/1241136645463633920'],"#COVID2019Colorado Update  Colorado Case Summary for March 20 | 363 cases
44 hospitalized
24 counties
3,680 people tested
4 deaths  https://t.co/Jme4jy6u8V  [Note: This summary only includes data through 3/19 and does not reflect cases since then]",COVIDColorado Update Colorado Case Summary for March cases hospitalized counties people tested deaths Note This summary only includes data through and does not reflect cases since then,2020-03-20 22:56:50,en,3,1,7,19,True,neutral,0.5
5,1245189625892626435,['solidarityat'],[],I’m calling on all LHS students to participate with the #SolidarityAt8 movement! @lhslionsfb you in?,I m calling on all LHS students to participate with the SolidarityAt movement lhslionsfb you in,2020-04-01 03:21:55,en,0,0,0,0,True,neutral,0.5
6,1250896718226317313,['covidcolorado'],['https://twitter.com/i/web/status/1250896718226317313'],"@CDPHE is now reporting more data on cases of #COVID19Colorado at Colorado nursing homes, assisted living centers and similar facilities. The number of facilities with the virus went from 21 two weeks ago to 86 as of April 15. https://t.co/WmLanbVQmk @colo_politics",CDPHE is now reporting more data on cases of COVIDColorado at Colorado nursing homes assisted living centers and similar facilities The number of facilities with the virus went from two weeks ago to as of April colopolitics,2020-04-16 21:19:52,en,0,0,0,0,True,weakly_positive,0.5386
7,1248592786070405120,['doingmypartco'],['https://twitter.com/i/web/status/1248592786070405120'],"Blucifer is joining the #DoingMyPartCO movement by wearing a mask while outside to help mitigate the spread of #COVID19 in Colorado. 

We’re in this together!  https://t.co/oKTk1H5yMc …  https://t.co/FSIWci2tZc",Blucifer is joining the DoingMyPartCO movement by wearing a mask while outside to help mitigate the spread of COVID in Colorado We re in this together,2020-04-10 12:44:52,en,0,0,2,0,True,positive,0.70095
8,1240783658639699968,['covidcolorado'],"['https://covid19.colorado.gov/state-recovery-assistance', 'https://twitter.com/i/web/status/1240783658639699968']",New case testing data out on #COVID19colorado found at the @CDPHE site here: [https://t.co/egc8bT9BW2] #DoingMyPartCO https://t.co/oVY2Yhr5CC,New case testing data out on COVIDcolorado found at the CDPHE site here DoingMyPartCO,2020-03-19 23:34:11,en,0,0,1,2,True,neutral,0.5
9,1248779426201993218,['solidarityat'],['https://twitter.com/i/web/status/1248779426201993218'],"This is awesome! -&gt; Chicago residents join #Solidarityat8 movement, saluting first responders, health care workers while staying at home - Chicago Tribune https://t.co/hEiIo3ry5L",This is awesome gt Chicago residents join Solidarityat movement saluting first responders health care workers while staying at home Chicago Tribune,2020-04-11 01:06:31,en,0,0,0,0,True,strongly_positive,0.9455
